#datatype,string,long,dateTime:RFC3339,string,string,double
,ur,45,2025-08-29T10:26:01.096Z,ur_joints,shoulder,-1.467996434
,ur,45,2025-08-29T10:26:01.096Z,ur_joints,wrist1,-0.767770338
,ur,45,2025-08-29T10:26:01.096Z,ur_joints,wrist2,1.810430033
,ur,45,2025-08-29T10:26:01.096Z,ur_joints,wrist3,-0.032812190
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,base,-1.784424627
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,elbow,-1.168847000
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,shoulder,-1.438674902
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,wrist1,-0.763407015
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,wrist2,1.834690110
,ur,46,2025-08-29T10:26:01.203Z,ur_joints,wrist3,-0.032986723
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,base,-1.802925117
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,elbow,-1.064127245
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,shoulder,-1.409527904
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,wrist1,-0.758869159
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,wrist2,1.858950186
,ur,47,2025-08-29T10:26:01.310Z,ur_joints,wrist3,-0.033161256
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,base,-1.821600140
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,elbow,-0.959407490
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,shoulder,-1.380380905
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,wrist1,-0.754331303
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,wrist2,1.883210263
,ur,48,2025-08-29T10:26:01.420Z,ur_joints,wrist3,-0.033335789
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,base,-1.840275163
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,elbow,-0.854687735
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,shoulder,-1.351059374
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,wrist1,-0.749793447
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,wrist2,1.907470340
,ur,49,2025-08-29T10:26:01.528Z,ur_joints,wrist3,-0.033510322
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,base,-1.858775653
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,elbow,-0.749967980
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,shoulder,-1.321912375
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,wrist1,-0.745255591
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,wrist2,1.931730416
,ur,50,2025-08-29T10:26:01.641Z,ur_joints,wrist3,-0.033684855
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,base,-1.877450676
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,elbow,-0.645248224
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,shoulder,-1.292765377
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,wrist1,-0.740717735
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,wrist2,1.955990493
,ur,51,2025-08-29T10:26:01.752Z,ur_joints,wrist3,-0.034033920
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,base,-1.895951166
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,elbow,-0.540528469
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,shoulder,-1.263618378
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,wrist1,-0.736179878
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,wrist2,1.980250569
,ur,52,2025-08-29T10:26:01.862Z,ur_joints,wrist3,-0.034208453
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,base,-1.914626189
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,elbow,-0.435808714
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,shoulder,-1.234296847
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,wrist1,-0.731642022
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,wrist2,2.004510646
,ur,53,2025-08-29T10:26:01.972Z,ur_joints,wrist3,-0.034382986
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,base,-1.933301212
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,elbow,-0.331088959
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,shoulder,-1.205149849
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,wrist1,-0.727104166
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,wrist2,2.028770723
,ur,54,2025-08-29T10:26:02.083Z,ur_joints,wrist3,-0.034557519
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,base,-1.951801703
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,elbow,-0.226369204
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,shoulder,-1.176002850
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,wrist1,-0.722566310
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,wrist2,2.053030799
,ur,55,2025-08-29T10:26:02.194Z,ur_joints,wrist3,-0.034732052
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,base,-1.970476726
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,elbow,-0.121649449
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,shoulder,-1.146681319
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,wrist1,-0.718028454
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,wrist2,2.077290876
,ur,56,2025-08-29T10:26:02.304Z,ur_joints,wrist3,-0.034906585
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,base,-1.988977216
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,elbow,-0.016929694
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,shoulder,-1.117534320
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,wrist1,-0.713490598
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,wrist2,2.101550952
,ur,57,2025-08-29T10:26:02.416Z,ur_joints,wrist3,-0.035081118
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,base,-2.007652239
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,elbow,0.087790061
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,shoulder,-1.088387322
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,wrist1,-0.708952742
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,wrist2,2.125811029
,ur,58,2025-08-29T10:26:02.527Z,ur_joints,wrist3,-0.035255651
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,base,-2.026152729
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,elbow,0.192509816
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,shoulder,-1.059065790
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,wrist1,-0.704589419
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,wrist2,2.150071106
,ur,59,2025-08-29T10:26:02.640Z,ur_joints,wrist3,-0.035604717
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,base,-2.044827752
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,elbow,0.297229572
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,shoulder,-1.029918792
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,wrist1,-0.700051563
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,wrist2,2.174331182
,ur,60,2025-08-29T10:26:02.749Z,ur_joints,wrist3,-0.035779250
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,base,-2.063502775
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,elbow,0.401949327
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,shoulder,-1.000771793
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,wrist1,-0.695513707
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,wrist2,2.198591259
,ur,61,2025-08-29T10:26:02.857Z,ur_joints,wrist3,-0.035953783
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,base,-2.082003265
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,elbow,0.506669082
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,shoulder,-0.971450262
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,wrist1,-0.690975851
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,wrist2,2.222676802
,ur,62,2025-08-29T10:26:02.966Z,ur_joints,wrist3,-0.036128316
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,base,-2.100678288
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,elbow,0.611388837
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,shoulder,-0.942303263
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,wrist1,-0.686437995
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,wrist2,2.246936879
,ur,63,2025-08-29T10:26:03.078Z,ur_joints,wrist3,-0.036302848
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,base,-2.119178778
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,elbow,0.716108592
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,shoulder,-0.913156265
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,wrist1,-0.681900139
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,wrist2,2.271196956
,ur,64,2025-08-29T10:26:03.186Z,ur_joints,wrist3,-0.036477381
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,base,-2.137853801
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,elbow,0.820828347
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,shoulder,-0.884009266
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,wrist1,-0.677362283
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,wrist2,2.295457032
,ur,65,2025-08-29T10:26:03.298Z,ur_joints,wrist3,-0.036651914
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,base,-2.155132560
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,elbow,0.918217719
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,shoulder,-0.856782130
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,wrist1,-0.673173492
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,wrist2,2.318146312
,ur,66,2025-08-29T10:26:03.409Z,ur_joints,wrist3,-0.037000980
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,base,-2.169967859
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,elbow,1.001818991
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,shoulder,-0.833394718
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,wrist1,-0.669508301
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,wrist2,2.337519467
,ur,67,2025-08-29T10:26:03.518Z,ur_joints,wrist3,-0.037000980
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,base,-2.182359697
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,elbow,1.071457628
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,shoulder,-0.814021563
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,wrist1,-0.666541241
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,wrist2,2.353576496
,ur,68,2025-08-29T10:26:03.628Z,ur_joints,wrist3,-0.037175513
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,base,-2.192308073
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,elbow,1.127133631
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,shoulder,-0.798488133
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,wrist1,-0.664097780
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,wrist2,2.366491933
,ur,69,2025-08-29T10:26:03.736Z,ur_joints,wrist3,-0.037350046
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,base,-2.199638456
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,elbow,1.168847000
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,shoulder,-0.786968960
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,wrist1,-0.662352451
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,wrist2,2.376091244
,ur,70,2025-08-29T10:26:03.853Z,ur_joints,wrist3,-0.037350046
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,base,-2.204525378
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,elbow,1.196423202
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,shoulder,-0.779114978
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,wrist1,-0.661130721
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,wrist2,2.382548962
,ur,71,2025-08-29T10:26:03.966Z,ur_joints,wrist3,-0.037524579
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,base,-2.206968839
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,elbow,1.210211303
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,shoulder,-0.775275254
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,wrist1,-0.660607122
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,wrist2,2.385690555
,ur,72,2025-08-29T10:26:04.075Z,ur_joints,wrist3,-0.037524579
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,base,-2.206968839
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,elbow,1.210036770
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,shoulder,-0.775449787
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,wrist1,-0.660607122
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,wrist2,2.385690555
,ur,73,2025-08-29T10:26:04.184Z,ur_joints,wrist3,-0.037524579
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,base,-2.204525378
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,elbow,1.195899603
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,shoulder,-0.779289511
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,wrist1,-0.661130721
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,wrist2,2.382374429
,ur,74,2025-08-29T10:26:04.291Z,ur_joints,wrist3,-0.037524579
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,base,-2.199463923
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,elbow,1.167625270
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,shoulder,-0.787143493
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,wrist1,-0.662352451
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,wrist2,2.375916711
,ur,75,2025-08-29T10:26:04.400Z,ur_joints,wrist3,-0.037350046
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,base,-2.191959008
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,elbow,1.125562835
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,shoulder,-0.798837199
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,wrist1,-0.664272313
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,wrist2,2.366142867
,ur,76,2025-08-29T10:26:04.507Z,ur_joints,wrist3,-0.037350046
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,base,-2.182010631
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,elbow,1.069537766
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,shoulder,-0.814545162
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,wrist1,-0.666541241
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,wrist2,2.353227430
,ur,77,2025-08-29T10:26:04.614Z,ur_joints,wrist3,-0.037175513
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,base,-2.169618793
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,elbow,0.999550063
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,shoulder,-0.834092850
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,wrist1,-0.669682834
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,wrist2,2.336995868
,ur,78,2025-08-29T10:26:04.723Z,ur_joints,wrist3,-0.037000980
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,base,-2.154608962
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,elbow,0.915599726
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,shoulder,-0.857480262
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,wrist1,-0.673348025
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,wrist2,2.317448181
,ur,79,2025-08-29T10:26:04.833Z,ur_joints,wrist3,-0.036826447
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,base,-2.137330202
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,elbow,0.817512222
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,shoulder,-0.884881931
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,wrist1,-0.677536816
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,wrist2,2.294758901
,ur,80,2025-08-29T10:26:04.946Z,ur_joints,wrist3,-0.036651914
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,base,-2.118655179
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,elbow,0.712792467
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,shoulder,-0.914028929
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,wrist1,-0.682074672
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,wrist2,2.270498824
,ur,81,2025-08-29T10:26:05.056Z,ur_joints,wrist3,-0.036477381
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,base,-2.100154689
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,elbow,0.608072711
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,shoulder,-0.943175928
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,wrist1,-0.686612528
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,wrist2,2.246238747
,ur,82,2025-08-29T10:26:05.163Z,ur_joints,wrist3,-0.036302848
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,base,-2.081479666
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,elbow,0.503352956
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,shoulder,-0.972497459
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,wrist1,-0.691150384
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,wrist2,2.221978671
,ur,83,2025-08-29T10:26:05.271Z,ur_joints,wrist3,-0.036128316
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,base,-2.062804643
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,elbow,0.398633201
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,shoulder,-1.001644458
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,wrist1,-0.695513707
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,wrist2,2.197718594
,ur,84,2025-08-29T10:26:05.379Z,ur_joints,wrist3,-0.035953783
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,base,-2.044304153
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,elbow,0.293913446
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,shoulder,-1.030791456
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,wrist1,-0.700051563
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,wrist2,2.173458518
,ur,85,2025-08-29T10:26:05.489Z,ur_joints,wrist3,-0.035779250
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,base,-2.025629130
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,elbow,0.189193691
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,shoulder,-1.059938455
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,wrist1,-0.704589419
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,wrist2,2.149198441
,ur,86,2025-08-29T10:26:05.597Z,ur_joints,wrist3,-0.035604717
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,base,-2.007128640
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,elbow,0.084473936
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,shoulder,-1.089259986
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,wrist1,-0.709127275
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,wrist2,2.124938364
,ur,87,2025-08-29T10:26:05.704Z,ur_joints,wrist3,-0.035255651
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,base,-1.988453617
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,elbow,-0.020245819
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,shoulder,-1.118406985
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,wrist1,-0.713665131
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,wrist2,2.100678288
,ur,88,2025-08-29T10:26:05.815Z,ur_joints,wrist3,-0.035081118
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,base,-1.969778594
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,elbow,-0.124965574
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,shoulder,-1.147553983
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,wrist1,-0.718202987
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,wrist2,2.076418211
,ur,89,2025-08-29T10:26:05.990Z,ur_joints,wrist3,-0.034906585
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,base,-1.951278104
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,elbow,-0.229685330
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,shoulder,-1.176875515
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,wrist1,-0.722740843
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,wrist2,2.052158134
,ur,90,2025-08-29T10:26:06.101Z,ur_joints,wrist3,-0.034732052
